order_id,order_date,customer_id,product,category,region,quantity,unit_price,total_price,discount,net_revenue,payment_method
ORD1071,2023-01-25,CUST0168,Laptop Stand,Electronics,East,2,309.06,618.12,0.1,556.31,PayPal
ORD1072,2023-01-25,CUST0216,Coffee Maker,Kitchen,South,4,91.22,364.88,0.0,364.88,Debit Card
ORD1073,2023-01-25,CUST0115,Laptop Stand,Electronics,East,5,64.63,323.15,0.0,323.15,Credit Card
ORD1074,2023-01-26,CUST0123,Wireless Headphones,Electronics,Central,2,300.77,601.54,0.0,601.54,PayPal
ORD1075,2023-01-27,CUST0086,Throw Pillow,Home,Central,4,65.96,263.84,0.0,263.84,Credit Card
ORD1076,2023-01-28,CUST0193,Backpack,Accessories,North,1,84.67,84.67,0.0,84.67,Bank Transfer
ORD1077,2023-01-28,CUST0062,Yoga Mat,Sports,North,2,25.7,51.4,0.0,51.4,Credit Card
ORD1078,2023-01-29,CUST0216,Hoodie,Clothing,East,1,43.88,43.88,0.0,43.88,Bank Transfer
ORD1079,2023-01-29,CUST0079,USB-C Hub,Electronics,South,3,239.68,719.04,0.0,719.04,Bank Transfer
ORD1080,2023-01-29,CUST0248,Running Shoes,Footwear,West,3,124.31,372.93,0.0,372.93,Bank Transfer
ORD1081,2023-01-29,CUST0045,Hoodie,Clothing,West,5,28.91,144.55,0.0,144.55,Debit Card
ORD1082,2023-01-29,CUST0173,Coffee Maker,Kitchen,North,4,155.37,621.48,0.0,621.48,Credit Card
ORD1083,2023-01-30,CUST0142,Running Shoes,Footwear,East,3,150.69,452.07,0.0,452.07,Credit Card
ORD1084,2023-01-30,CUST0285,Blender,Kitchen,Central,1,83.1,83.1,0.0,83.1,PayPal
ORD1085,2023-01-30,CUST0208,Air Fryer,Kitchen,East,4,128.6,514.4,0.11,457.82,PayPal
ORD1086,2023-01-31,CUST0282,Cotton T-Shirt,Clothing,East,5,33.66,168.3,0.0,168.3,Debit Card
ORD1087,2023-01-31,CUST0099,Cotton T-Shirt,Clothing,West,3,31.32,93.96,0.0,93.96,Debit Card
ORD1088,2023-01-31,CUST0142,USB-C Hub,Electronics,West,2,106.46,212.92,0.0,212.92,Debit Card
ORD1089,2023-01-31,CUST0274,USB-C Hub,Electronics,West,3,117.24,351.72,0.05,334.13,PayPal
ORD1090,2023-01-31,CUST0065,Water Bottle,Sports,North,1,73.1,73.1,0.0,73.1,Bank Transfer
ORD1091,2023-02-01,CUST0245,Throw Pillow,Home,South,4,45.24,180.96,0.06,170.1,Credit Card
ORD1092,2023-02-02,CUST0289,Denim Jeans,Clothing,East,5,51.66,258.3,0.08,237.64,Debit Card
ORD1093,2023-02-03,CUST0116,USB-C Hub,Electronics,East,4,230.9,923.6,0.0,923.6,Bank Transfer
ORD1094,2023-02-03,CUST0157,Coffee Maker,Kitchen,Central,3,219.24,657.72,0.0,657.72,Credit Card
ORD1095,2023-02-04,CUST0039,Yoga Mat,Sports,East,3,84.34,253.02,0.08,232.78,PayPal
ORD1096,2023-02-05,CUST0145,Coffee Maker,Kitchen,West,4,94.08,376.32,0.0,376.32,Bank Transfer
ORD1097,2023-02-05,CUST0102,Laptop Stand,Electronics,West,3,285.35,856.05,0.0,856.05,Bank Transfer
ORD1098,2023-02-05,CUST0037,USB-C Hub,Electronics,East,2,321.52,643.04,0.0,643.04,Credit Card
ORD1099,2023-02-05,CUST0148,Running Shoes,Footwear,West,5,143.6,718.0,0.0,718.0,Bank Transfer
ORD1100,2023-02-06,CUST0042,Backpack,Accessories,West,3,52.54,157.62,0.0,157.62,Credit Card
ORD1101,2023-02-06,CUST0295,Hoodie,Clothing,West,5,27.77,138.85,0.24,105.53,Credit Card
ORD1102,2023-02-06,CUST0143,Water Bottle,Sports,East,2,64.4,128.8,0.0,128.8,PayPal
ORD1103,2023-02-06,CUST0210,Throw Pillow,Home,South,4,87.52,350.08,0.0,350.08,Debit Card
ORD1104,2023-02-07,CUST0282,Running Shoes,Footwear,South,4,76.79,307.16,0.0,307.16,Credit Card
ORD1105,2023-02-08,CUST0264,Sunglasses,Accessories,South,1,87.76,87.76,0.0,87.76,Credit Card
ORD1106,2023-02-09,CUST0256,Coffee Maker,Kitchen,South,2,144.06,288.12,0.0,288.12,Bank Transfer
ORD1107,2023-02-09,CUST0249,Bluetooth Speaker,Electronics,North,5,88.3,441.5,0.0,441.5,Credit Card
ORD1108,2023-02-09,CUST0160,Wireless Headphones,Electronics,Central,5,288.79,1443.95,0.0,1443.95,Credit Card
ORD1109,2023-02-09,CUST0237,Desk Lamp,Home,South,2,89.38,178.76,0.0,178.76,Credit Card
ORD1110,2023-02-09,CUST0248,Mechanical Keyboard,Electronics,East,3,201.66,604.98,0.0,604.98,Bank Transfer
ORD1111,2023-02-10,CUST0070,Desk Lamp,Home,North,2,83.75,167.5,0.0,167.5,Credit Card
ORD1112,2023-02-10,CUST0137,Water Bottle,Sports,West,4,50.69,202.76,0.0,202.76,Credit Card
ORD1113,2023-02-10,CUST0077,Backpack,Accessories,West,5,58.49,292.45,0.0,292.45,Bank Transfer
ORD1114,2023-02-10,CUST0234,Desk Lamp,Home,East,3,54.15,162.45,0.0,162.45,Debit Card
ORD1115,2023-02-11,CUST0163,Protein Powder,Health,East,2,71.36,142.72,0.0,142.72,Bank Transfer
ORD1116,2023-02-11,CUST0170,Denim Jeans,Clothing,South,2,43.21,86.42,0.15,73.46,Credit Card
ORD1117,2023-02-12,CUST0080,USB-C Hub,Electronics,East,4,53.6,214.4,0.22,167.23,Credit Card
ORD1118,2023-02-12,CUST0042,Air Fryer,Kitchen,West,3,104.48,313.44,0.0,313.44,Debit Card
ORD1119,2023-02-12,CUST0250,Desk Lamp,Home,South,3,60.14,180.42,0.0,180.42,Credit Card
ORD1120,2023-02-12,CUST0223,Wall Clock,Home,North,3,89.79,269.37,0.0,269.37,Credit Card
ORD1121,2023-02-13,CUST0151,Coffee Maker,Kitchen,North,3,228.75,686.25,0.21,542.14,Debit Card
ORD1122,2023-02-14,CUST0088,Mechanical Keyboard,Electronics,North,4,218.78,875.12,0.0,875.12,PayPal
ORD1123,2023-02-14,CUST0299,Laptop Stand,Electronics,East,4,234.91,939.64,0.0,939.64,PayPal
ORD1124,2023-02-14,CUST0239,Protein Powder,Health,East,3,47.57,142.71,0.0,142.71,Debit Card
ORD1125,2023-02-14,CUST0154,Desk Lamp,Home,North,4,85.62,342.48,0.0,342.48,Bank Transfer
ORD1126,2023-02-15,CUST0055,Coffee Maker,Kitchen,West,2,249.86,499.72,0.0,499.72,PayPal
ORD1127,2023-02-15,CUST0012,Denim Jeans,Clothing,East,5,30.64,153.2,0.0,153.2,Bank Transfer
ORD1128,2023-02-15,CUST0147,Water Bottle,Sports,North,1,110.61,110.61,0.0,110.61,PayPal
ORD1129,2023-02-16,CUST0071,Protein Powder,Health,East,5,35.04,175.2,0.0,175.2,Credit Card
ORD1130,2023-02-16,CUST0068,Bluetooth Speaker,Electronics,South,4,59.01,236.04,0.0,236.04,Credit Card
ORD1131,2023-02-16,CUST0188,Backpack,Accessories,South,4,28.17,112.68,0.16,94.65,Debit Card
ORD1132,2023-02-17,CUST0174,Water Bottle,Sports,Central,4,116.58,466.32,0.0,466.32,Credit Card
ORD1133,2023-02-17,CUST0204,Coffee Maker,Kitchen,Central,2,195.91,391.82,0.0,391.82,Debit Card
ORD1134,2023-02-18,CUST0135,Wireless Headphones,Electronics,South,1,185.44,185.44,0.0,185.44,Bank Transfer
ORD1135,2023-02-18,CUST0288,Cotton T-Shirt,Clothing,North,2,41.7,83.4,0.0,83.4,Debit Card
ORD1136,2023-02-18,CUST0155,Wall Clock,Home,North,1,60.83,60.83,0.0,60.83,Bank Transfer
ORD1137,2023-02-18,CUST0050,USB-C Hub,Electronics,North,1,140.31,140.31,0.0,140.31,PayPal
ORD1138,2023-02-19,CUST0080,Denim Jeans,Clothing,East,5,38.4,192.0,0.0,192.0,Bank Transfer
ORD1139,2023-02-19,CUST0017,USB-C Hub,Electronics,West,5,171.43,857.15,0.0,857.15,Debit Card
ORD1140,2023-02-20,CUST0279,Coffee Maker,Kitchen,Central,3,51.86,155.58,0.0,155.58,Debit Card
ORD1141,2023-02-20,CUST0233,Bluetooth Speaker,Electronics,South,2,339.46,678.92,0.0,678.92,Credit Card
ORD1142,2023-02-20,CUST0065,Yoga Mat,Sports,East,5,116.96,584.8,0.12,514.62,PayPal
ORD1143,2023-02-20,CUST0120,Laptop Stand,Electronics,West,5,111.15,555.75,0.0,555.75,Debit Card
ORD1144,2023-02-21,CUST0090,Wall Clock,Home,North,2,89.0,178.0,0.0,178.0,Credit Card
ORD1145,2023-02-21,CUST0166,Wireless Headphones,Electronics,North,3,286.0,858.0,0.0,858.0,Credit Card
ORD1146,2023-02-22,CUST0244,Bluetooth Speaker,Electronics,North,4,206.83,827.32,0.0,827.32,Bank Transfer
ORD1147,2023-02-22,CUST0023,Cotton T-Shirt,Clothing,East,1,40.48,40.48,0.0,40.48,Debit Card
ORD1148,2023-02-22,CUST0206,Coffee Maker,Kitchen,East,1,43.38,43.38,0.0,43.38,Bank Transfer
ORD1149,2023-02-23,CUST0034,Air Fryer,Kitchen,West,4,46.17,184.68,0.17,153.28,PayPal
ORD1150,2023-02-24,CUST0151,Throw Pillow,Home,East,3,40.47,121.41,0.0,121.41,Bank Transfer
ORD1151,2023-02-24,CUST0283,Blender,Kitchen,East,1,204.48,204.48,0.18,167.67,PayPal
ORD1152,2023-02-24,CUST0205,Hoodie,Clothing,East,2,38.07,76.14,0.0,76.14,Bank Transfer
ORD1153,2023-02-24,CUST0079,USB-C Hub,Electronics,South,3,248.53,745.59,0.0,745.59,Bank Transfer
ORD1154,2023-02-24,CUST0067,Laptop Stand,Electronics,North,1,76.97,76.97,0.2,61.58,Credit Card
ORD1155,2023-02-25,CUST0217,Desk Lamp,Home,South,1,42.86,42.86,0.0,42.86,Credit Card
ORD1156,2023-02-25,CUST0080,Backpack,Accessories,East,3,22.77,68.31,0.0,68.31,Bank Transfer
ORD1157,2023-02-25,CUST0143,Protein Powder,Health,West,3,70.72,212.16,0.0,212.16,PayPal
ORD1158,2023-02-25,CUST0014,Hoodie,Clothing,West,5,50.66,253.3,0.0,253.3,Debit Card
ORD1159,2023-02-25,CUST0093,Wireless Headphones,Electronics,North,3,325.46,976.38,0.0,976.38,PayPal
ORD1160,2023-02-26,CUST0193,Laptop Stand,Electronics,North,1,76.53,76.53,0.0,76.53,Bank Transfer
ORD1161,2023-02-26,CUST0291,Coffee Maker,Kitchen,South,3,98.56,295.68,0.0,295.68,Credit Card
ORD1162,2023-02-26,CUST0218,Bluetooth Speaker,Electronics,North,5,63.93,319.65,0.14,274.9,Bank Transfer
ORD1163,2023-02-26,CUST0177,Wall Clock,Home,South,3,27.25,81.75,0.0,81.75,Bank Transfer
ORD1164,2023-02-27,CUST0029,Throw Pillow,Home,East,3,13.63,40.89,0.0,40.89,Credit Card
ORD1165,2023-02-27,CUST0149,Yoga Mat,Sports,South,2,95.57,191.14,0.0,191.14,Debit Card
ORD1166,2023-02-27,CUST0118,USB-C Hub,Electronics,North,4,101.71,406.84,0.0,406.84,Debit Card
ORD1167,2023-02-28,CUST0295,Bluetooth Speaker,Electronics,South,4,325.35,1301.4,0.0,1301.4,Bank Transfer
ORD1168,2023-02-28,CUST0167,Throw Pillow,Home,South,4,33.16,132.64,0.0,132.64,PayPal
ORD1169,2023-02-28,CUST0125,Wall Clock,Home,East,3,17.05,51.15,0.0,51.15,Bank Transfer
ORD1170,2023-02-28,CUST0174,Throw Pillow,Home,South,1,41.66,41.66,0.0,41.66,PayPal
ORD1171,2023-03-01,CUST0180,Running Shoes,Footwear,North,1,111.94,111.94,0.21,88.43,PayPal
ORD1172,2023-03-01,CUST0039,Protein Powder,Health,North,3,31.84,95.52,0.0,95.52,PayPal
ORD1173,2023-03-01,CUST0290,Air Fryer,Kitchen,East,5,197.17,985.85,0.0,985.85,Debit Card
ORD1174,2023-03-01,CUST0141,Sunglasses,Accessories,North,1,50.17,50.17,0.0,50.17,Credit Card
ORD1175,2023-03-02,CUST0040,Blender,Kitchen,North,4,129.42,517.68,0.22,403.79,Credit Card
ORD1176,2023-03-02,CUST0022,Wall Clock,Home,East,4,47.02,188.08,0.0,188.08,Bank Transfer
ORD1177,2023-03-02,CUST0032,Throw Pillow,Home,East,3,58.4,175.2,0.0,175.2,Bank Transfer
ORD1178,2023-03-02,CUST0021,USB-C Hub,Electronics,West,3,343.72,1031.16,0.18,845.55,PayPal
ORD1179,2023-03-03,CUST0145,Coffee Maker,Kitchen,Central,5,145.0,725.0,0.12,638.0,Bank Transfer
ORD1180,2023-03-03,CUST0172,Hoodie,Clothing,West,5,15.3,76.5,0.0,76.5,Credit Card
ORD1181,2023-03-03,CUST0077,Sunglasses,Accessories,North,4,36.31,145.24,0.0,145.24,Debit Card
ORD1182,2023-03-03,CUST0201,Laptop Stand,Electronics,East,2,324.02,648.04,0.0,648.04,PayPal
ORD1183,2023-03-03,CUST0169,Wall Clock,Home,West,1,34.77,34.77,0.0,34.77,PayPal
ORD1184,2023-03-03,CUST0110,Blender,Kitchen,North,4,141.87,567.48,0.11,505.06,Debit Card
ORD1185,2023-03-03,CUST0052,Air Fryer,Kitchen,North,2,64.09,128.18,0.0,128.18,Credit Card
ORD1186,2023-03-04,CUST0084,Sunglasses,Accessories,Central,5,24.83,124.15,0.0,124.15,PayPal
ORD1187,2023-03-04,CUST0122,Wall Clock,Home,West,2,67.69,135.38,0.12,119.13,Bank Transfer
ORD1188,2023-03-04,CUST0241,Wall Clock,Home,South,4,28.72,114.88,0.0,114.88,PayPal
ORD1189,2023-03-04,CUST0145,Cotton T-Shirt,Clothing,West,5,74.02,370.1,0.0,370.1,Bank Transfer
ORD1190,2023-03-04,CUST0071,Blender,Kitchen,East,2,209.72,419.44,0.0,419.44,Debit Card
ORD1191,2023-03-04,CUST0064,Bluetooth Speaker,Electronics,East,3,215.36,646.08,0.22,503.94,Debit Card
ORD1192,2023-03-04,CUST0224,Laptop Stand,Electronics,West,3,183.8,551.4,0.0,551.4,Credit Card
ORD1193,2023-03-05,CUST0192,Coffee Maker,Kitchen,Central,1,121.28,121.28,0.0,121.28,PayPal
ORD1194,2023-03-05,CUST0051,Denim Jeans,Clothing,Central,3,26.15,78.45,0.0,78.45,Debit Card
ORD1195,2023-03-05,CUST0072,Mechanical Keyboard,Electronics,North,3,324.22,972.66,0.0,972.66,Bank Transfer
ORD1196,2023-03-06,CUST0077,Wall Clock,Home,North,1,11.52,11.52,0.0,11.52,Bank Transfer
ORD1197,2023-03-06,CUST0235,USB-C Hub,Electronics,West,2,139.35,278.7,0.13,242.47,Credit Card
ORD1198,2023-03-06,CUST0124,USB-C Hub,Electronics,West,4,228.02,912.08,0.15,775.27,PayPal
ORD1199,2023-03-06,CUST0096,Backpack,Accessories,South,5,41.46,207.3,0.0,207.3,Credit Card
ORD1200,2023-03-06,CUST0260,Blender,Kitchen,Central,1,239.75,239.75,0.0,239.75,Credit Card
ORD1201,2023-03-07,CUST0009,Air Fryer,Kitchen,North,4,245.83,983.32,0.0,983.32,Debit Card
ORD1202,2023-03-07,CUST0171,Laptop Stand,Electronics,South,1,280.45,280.45,0.0,280.45,PayPal
ORD1203,2023-03-07,CUST0238,Bluetooth Speaker,Electronics,South,3,293.05,879.15,0.21,694.53,Bank Transfer
ORD1204,2023-03-07,CUST0019,Running Shoes,Footwear,West,1,138.83,138.83,0.0,138.83,Debit Card
ORD1205,2023-03-07,CUST0159,Yoga Mat,Sports,North,2,108.01,216.02,0.0,216.02,Bank Transfer
ORD1206,2023-03-08,CUST0025,Desk Lamp,Home,East,1,70.26,70.26,0.12,61.83,Debit Card
ORD1207,2023-03-08,CUST0226,Water Bottle,Sports,North,3,60.88,182.64,0.0,182.64,Bank Transfer
ORD1208,2023-03-08,CUST0266,Sunglasses,Accessories,Central,4,66.91,267.64,0.0,267.64,Debit Card
ORD1209,2023-03-08,CUST0093,Laptop Stand,Electronics,West,1,178.18,178.18,0.0,178.18,Debit Card
ORD1210,2023-03-08,CUST0219,Sunglasses,Accessories,North,3,64.57,193.71,0.0,193.71,PayPal
ORD1211,2023-03-08,CUST0223,Coffee Maker,Kitchen,South,1,189.9,189.9,0.0,189.9,Debit Card
ORD1212,2023-03-08,CUST0082,Bluetooth Speaker,Electronics,North,4,157.99,631.96,0.0,631.96,Credit Card
ORD1213,2023-03-08,CUST0188,Mechanical Keyboard,Electronics,West,4,59.44,237.76,0.21,187.83,Debit Card
ORD1214,2023-03-09,CUST0191,Throw Pillow,Home,North,2,64.32,128.64,0.0,128.64,Bank Transfer
ORD1215,2023-03-09,CUST0143,Laptop Stand,Electronics,East,5,159.08,795.4,0.0,795.4,PayPal
ORD1216,2023-03-09,CUST0288,USB-C Hub,Electronics,North,2,198.71,397.42,0.0,397.42,Credit Card
ORD1217,2023-03-09,CUST0252,Water Bottle,Sports,West,4,37.53,150.12,0.0,150.12,PayPal
ORD1218,2023-03-09,CUST0228,USB-C Hub,Electronics,North,1,184.61,184.61,0.0,184.61,Credit Card
ORD1219,2023-03-10,CUST0154,Sunglasses,Accessories,East,1,56.25,56.25,0.0,56.25,PayPal
ORD1220,2023-03-10,CUST0072,Running Shoes,Footwear,West,5,67.52,337.6,0.0,337.6,PayPal
ORD1221,2023-03-10,CUST0283,Air Fryer,Kitchen,North,5,155.9,779.5,0.0,779.5,PayPal
ORD1222,2023-03-10,CUST0246,Wall Clock,Home,Central,1,34.74,34.74,0.0,34.74,Bank Transfer
ORD1223,2023-03-10,CUST0038,Hoodie,Clothing,West,1,19.9,19.9,0.0,19.9,Bank Transfer
ORD1224,2023-03-10,CUST0283,Coffee Maker,Kitchen,West,3,58.23,174.69,0.0,174.69,PayPal
ORD1225,2023-03-10,CUST0156,Mechanical Keyboard,Electronics,South,1,298.42,298.42,0.0,298.42,PayPal
ORD1226,2023-03-10,CUST0146,Running Shoes,Footwear,South,2,85.17,170.34,0.0,170.34,Credit Card
ORD1227,2023-03-11,CUST0274,Yoga Mat,Sports,East,5,43.82,219.1,0.0,219.1,Credit Card
ORD1228,2023-03-11,CUST0173,Blender,Kitchen,East,5,237.15,1185.75,0.18,972.32,Credit Card
ORD1229,2023-03-11,CUST0293,Wireless Headphones,Electronics,North,5,128.4,642.0,0.0,642.0,Bank Transfer
ORD1230,2023-03-11,CUST0155,Wall Clock,Home,East,4,81.12,324.48,0.0,324.48,Bank Transfer
ORD1231,2023-03-12,CUST0238,Denim Jeans,Clothing,South,1,55.38,55.38,0.13,48.18,PayPal
ORD1232,2023-03-12,CUST0177,Sunglasses,Accessories,East,3,79.61,238.83,0.0,238.83,Bank Transfer
ORD1233,2023-03-12,CUST0239,Mechanical Keyboard,Electronics,West,5,217.5,1087.5,0.0,1087.5,Credit Card
ORD1234,2023-03-13,CUST0215,Coffee Maker,Kitchen,North,1,41.13,41.13,0.0,41.13,PayPal
ORD1235,2023-03-13,CUST0264,Running Shoes,Footwear,West,5,139.56,697.8,0.08,641.98,Bank Transfer
ORD1236,2023-03-13,CUST0259,Air Fryer,Kitchen,Central,4,35.1,140.4,0.0,140.4,Bank Transfer
ORD1237,2023-03-13,CUST0241,Protein Powder,Health,North,3,22.92,68.76,0.0,68.76,Debit Card
ORD1238,2023-03-14,CUST0188,Wireless Headphones,Electronics,West,4,89.18,356.72,0.0,356.72,Bank Transfer
ORD1239,2023-03-14,CUST0038,Cotton T-Shirt,Clothing,North,1,47.93,47.93,0.16,40.26,Bank Transfer
